,rec_num,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,state,city_development_matrics
10333,10334,22011,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,>4,59,0.0,CA,8.43
10334,10335,16259,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,NGO,3,54,1.0,CA,9.030000000000001
10335,10336,2873,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,94,0.0,CA,9.200000000000001
10336,10337,30211,city_145,0.555,Male,No relevent experience,Part time course,Graduate,STEM,<1,,,1,42,0.0,CA,5.550000000000001
10337,10338,13271,city_100,0.887,,No relevent experience,,,,>20,,,,39,1.0,CA,8.870000000000001
10338,10339,27918,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,>4,22,0.0,CA,8.97
10339,10340,4861,city_179,0.512,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,51,1.0,CA,5.12
10340,10341,23062,city_104,0.924,,No relevent experience,Full time course,Graduate,STEM,7,1000-4999,Public Sector,never,19,0.0,CA,9.24
10341,10342,30599,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,18,50-99,Pvt Ltd,4,45,0.0,CA,9.200000000000001
10342,10343,22321,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,14,,,never,88,0.0,CA,9.200000000000001
10343,10344,32993,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,NGO,>4,52,0.0,CA,9.1
10344,10345,15872,city_103,0.92,Male,No relevent experience,Full time course,High School,,4,,,1,26,0.0,CA,9.200000000000001
10345,10346,4239,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,5,,Pvt Ltd,never,22,0.0,CA,9.200000000000001
10346,10347,17410,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,48,0.0,CA,6.9799999999999995
10347,10348,7362,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,39,1.0,CA,9.200000000000001
10348,10349,10972,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,3,57,0.0,CA,9.200000000000001
10349,10350,13169,city_100,0.887,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,100,0.0,CA,8.870000000000001
10350,10351,1834,city_159,0.843,Male,No relevent experience,no_enrollment,Masters,STEM,7,,Pvt Ltd,never,15,0.0,CA,8.43
10351,10352,411,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,500-999,Pvt Ltd,>4,25,0.0,CA,9.200000000000001
10352,10353,2233,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,,1,104,1.0,CA,6.24
10353,10354,17473,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,96,0.0,CA,6.24
10354,10355,26952,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,500-999,Pvt Ltd,>4,6,0.0,CA,9.1
10355,10356,26745,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,,1,9,0.0,CA,8.97
10356,10357,28235,city_16,0.91,,No relevent experience,no_enrollment,High School,,1,,,1,118,1.0,CA,9.1
10357,10358,13625,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,,2,144,0.0,CA,9.24
10358,10359,9452,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,2,28,0.0,CA,9.200000000000001
10359,10360,8227,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,57,0.0,CA,9.200000000000001
10360,10361,18675,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,43,0.0,CA,5.5
10361,10362,27954,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,13,1000-4999,Pvt Ltd,1,178,0.0,CA,9.1
10362,10363,26459,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Funded Startup,,35,0.0,CA,6.24
10363,10364,9118,city_123,0.738,Male,No relevent experience,Full time course,High School,,3,,,1,4,0.0,CA,7.38
10364,10365,29286,city_97,0.925,,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,,1,39,0.0,CA,9.25
10365,10366,13510,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,>4,2,0.0,CA,8.97
10366,10367,5385,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,10,0.0,CA,9.200000000000001
10367,10368,10914,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,39,0.0,CA,9.200000000000001
10368,10369,31120,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,4,0.0,CA,6.24
10369,10370,30828,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,,1,46,0.0,CA,9.389999999999999
10370,10371,8717,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,3,106,1.0,CA,9.200000000000001
10371,10372,10638,city_21,0.624,Female,No relevent experience,Full time course,High School,,2,,,never,79,1.0,CA,6.24
10372,10373,23681,city_103,0.92,Male,No relevent experience,Full time course,High School,,5,50-99,NGO,1,3,0.0,CA,9.200000000000001
10373,10374,16476,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,<1,50-99,Pvt Ltd,>4,78,1.0,CA,6.24
10374,10375,28557,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,,1,23,0.0,CA,9.200000000000001
10375,10376,14079,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Funded Startup,2,34,1.0,CA,9.200000000000001
10376,10377,3946,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,1,2,0.0,CA,9.200000000000001
10377,10378,11534,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,,Pvt Ltd,1,104,0.0,CA,6.24
10378,10379,7586,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,4,150,0.0,CA,9.200000000000001
10379,10380,12573,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,5,0.0,CA,8.97
10380,10381,5451,city_73,0.754,,Has relevent experience,Part time course,Graduate,STEM,6,10/49,Pvt Ltd,1,160,0.0,CA,7.54
10381,10382,19562,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Early Stage Startup,1,84,0.0,CA,8.97
10382,10383,17187,city_150,0.698,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,NGO,1,56,0.0,CA,6.9799999999999995
10383,10384,20399,city_158,0.7659999999999999,,No relevent experience,Full time course,Graduate,STEM,3,10000+,,,13,1.0,CA,7.659999999999999
10384,10385,5159,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,18,,,>4,108,0.0,CA,8.99
10385,10386,8275,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,161,0.0,CA,6.24
10386,10387,21424,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,1000-4999,,1,68,1.0,CA,6.24
10387,10388,1109,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,72,0.0,CA,9.26
10388,10389,32358,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,60,0.0,CA,8.36
10389,10390,11487,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,2,262,0.0,CA,9.1
10390,10391,5914,city_159,0.843,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,33,0.0,CA,8.43
10391,10392,23946,city_103,0.92,Male,No relevent experience,Full time course,High School,,2,50-99,Pvt Ltd,1,220,0.0,CA,9.200000000000001
10392,10393,20442,city_89,0.925,Female,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,20,0.0,CA,9.25
10393,10394,16674,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,3,80,0.0,CA,9.26
10394,10395,1919,city_90,0.698,,No relevent experience,Full time course,High School,,4,10/49,NGO,1,334,0.0,CA,6.9799999999999995
10395,10396,3990,city_100,0.887,Male,No relevent experience,Full time course,High School,,11,,,1,50,0.0,CA,8.870000000000001
10396,10397,13588,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,1,10,0.0,CA,8.43
10397,10398,13620,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,No Major,<1,10/49,Pvt Ltd,4,146,0.0,CA,6.24
10398,10399,2276,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,94,0.0,CA,8.55
10399,10400,18380,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,28,0.0,CA,6.24
10400,10401,29106,city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,3,150,0.0,CA,8.469999999999999
10401,10402,19463,city_33,0.448,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,36,0.0,CA,4.48
10402,10403,6614,city_76,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,20,50-99,Pvt Ltd,2,132,0.0,CA,6.9799999999999995
10403,10404,1587,city_100,0.887,Male,Has relevent experience,,,,8,,,1,62,0.0,CA,8.870000000000001
10404,10405,28637,city_134,0.698,Male,Has relevent experience,Full time course,Masters,STEM,7,,Pvt Ltd,never,42,1.0,CA,6.9799999999999995
10405,10406,24636,city_73,0.754,,Has relevent experience,Part time course,High School,,2,100-500,,1,38,0.0,CA,7.54
10406,10407,5629,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,1,111,1.0,CA,6.24
10407,10408,33220,city_73,0.754,Male,Has relevent experience,Part time course,Masters,STEM,14,10000+,Public Sector,2,288,0.0,CA,7.54
10408,10409,20350,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,134,0.0,CA,6.24
10409,10410,20420,city_136,0.897,Female,No relevent experience,Full time course,Phd,STEM,6,100-500,Public Sector,1,158,0.0,CA,8.97
10410,10411,24002,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,1,52,0.0,CA,6.890000000000001
10411,10412,23022,city_97,0.925,Male,No relevent experience,Full time course,Graduate,STEM,6,,,2,6,1.0,CA,9.25
10412,10413,856,city_162,0.767,,Has relevent experience,no_enrollment,High School,,2,10/49,Early Stage Startup,1,36,0.0,CA,7.67
10413,10414,21521,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,never,59,0.0,CA,9.26
10414,10415,19663,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,64,1.0,CA,6.24
10415,10416,7760,city_37,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,2,7,0.0,CA,7.94
10416,10417,15149,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,,2,107,1.0,CA,9.200000000000001
10417,10418,25381,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,>4,98,0.0,CA,8.040000000000001
10418,10419,17505,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,6,,,,46,0.0,CA,9.1
10419,10420,7735,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,222,0.0,CA,9.13
10420,10421,25307,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,162,1.0,CA,6.24
10421,10422,29377,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,never,22,1.0,CA,9.26
10422,10423,26521,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,73,0.0,CA,6.82
10423,10424,33078,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,No Major,10,100-500,Funded Startup,1,22,1.0,CA,6.24
10424,10425,9779,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,5000-9999,NGO,>4,18,0.0,CA,8.959999999999999
10425,10426,5657,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,16,0.0,CA,8.270000000000001
10426,10427,29407,city_65,0.802,Male,Has relevent experience,,,,>20,1000-4999,Pvt Ltd,,6,0.0,CA,8.02
10427,10428,17196,city_65,0.802,Male,Has relevent experience,no_enrollment,High School,,8,1000-4999,Pvt Ltd,1,13,0.0,CA,8.02
10428,10429,22960,city_50,0.8959999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Funded Startup,never,77,0.0,CA,8.959999999999999
10429,10430,9117,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,,never,28,1.0,CA,6.24
10430,10431,16456,city_21,0.624,Female,Has relevent experience,,Graduate,STEM,12,50-99,Pvt Ltd,never,10,0.0,CA,6.24
10431,10432,12269,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Funded Startup,1,65,0.0,CA,9.200000000000001
10432,10433,12161,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,,1,50,0.0,CA,8.99
10433,10434,4235,city_100,0.887,Male,Has relevent experience,no_enrollment,Phd,STEM,16,50-99,Funded Startup,1,212,1.0,CA,8.870000000000001
10434,10435,19469,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,7,,,1,17,1.0,CA,9.200000000000001
10435,10436,23975,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,13,5000-9999,Public Sector,1,161,0.0,CA,9.389999999999999
10436,10437,28402,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,53,0.0,CA,9.1
10437,10438,417,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,3,150,0.0,CA,9.24
10438,10439,19254,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,>4,22,0.0,CA,9.200000000000001
10439,10440,28310,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,108,1.0,CA,9.200000000000001
10440,10441,6856,city_114,0.926,Other,No relevent experience,Full time course,High School,,8,5000-9999,,1,210,0.0,CA,9.26
10441,10442,9454,city_16,0.91,,No relevent experience,no_enrollment,Primary School,,3,,,never,278,0.0,CA,9.1
10442,10443,33332,city_12,0.64,,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Funded Startup,2,176,0.0,CA,6.4
10443,10444,26935,city_21,0.624,Male,No relevent experience,Full time course,High School,,8,,,never,27,0.0,CA,6.24
10444,10445,10904,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,3,43,0.0,CA,9.1
10445,10446,23731,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,92,0.0,CA,9.26
10446,10447,26811,city_41,0.8270000000000001,Male,No relevent experience,no_enrollment,High School,,10,,,1,109,0.0,CA,8.270000000000001
10447,10448,23496,city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,,4,,,never,15,0.0,CA,6.24
10448,10449,29405,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Funded Startup,1,15,0.0,CA,9.200000000000001
10449,10450,12959,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,,never,218,1.0,CA,6.24
10450,10451,18919,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,28,0.0,CA,9.1
10451,10452,20937,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,53,0.0,CA,9.24
10452,10453,17298,city_136,0.897,Female,No relevent experience,Full time course,Graduate,STEM,4,10000+,Public Sector,1,47,0.0,CA,8.97
10453,10454,3638,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,36,1.0,CA,9.200000000000001
10454,10455,12673,city_36,0.893,Male,Has relevent experience,no_enrollment,High School,,8,100-500,Pvt Ltd,>4,110,0.0,CA,8.93
10455,10456,4895,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,>4,42,0.0,CA,8.040000000000001
10456,10457,7655,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,42,1.0,CA,6.24
10457,10458,22285,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,11,0.0,CA,9.200000000000001
10458,10459,20040,city_62,0.645,,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,19,0.0,CA,6.45
10459,10460,1364,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,20,100-500,Pvt Ltd,3,39,0.0,CA,9.200000000000001
10460,10461,27466,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,16,50-99,Pvt Ltd,2,50,0.0,CA,9.200000000000001
10461,10462,21150,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,4,25,0.0,CA,9.200000000000001
10462,10463,30943,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,18,0.0,CA,9.1
10463,10464,29666,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,4,15,0.0,CA,9.26
10464,10465,2918,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,4,70,0.0,CA,8.55
10465,10466,11504,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,48,0.0,CA,9.1
10466,10467,21964,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,33,0.0,CA,9.389999999999999
10467,10468,20251,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,3,,,1,91,0.0,CA,8.870000000000001
10468,10469,293,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,,3,15,0.0,CA,9.200000000000001
10469,10470,22931,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,16,0.0,CA,8.43
10470,10471,4665,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,NGO,1,61,0.0,CA,9.24
10471,10472,9669,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,16,,,2,52,0.0,CA,9.200000000000001
10472,10473,31002,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,>4,69,1.0,CA,9.200000000000001
10473,10474,30275,city_81,0.73,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,63,0.0,CA,7.3
10474,10475,33184,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,75,0.0,CA,6.24
10475,10476,27369,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,16,0.0,CA,9.24
10476,10477,11871,city_91,0.691,Male,No relevent experience,Full time course,High School,,2,,,1,2,1.0,CA,6.909999999999999
10477,10478,15673,city_16,0.91,,No relevent experience,no_enrollment,High School,,6,5000-9999,,1,7,0.0,CA,9.1
10478,10479,6539,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,1000-4999,Pvt Ltd,,142,0.0,CA,6.24
10479,10480,8789,city_103,0.92,,No relevent experience,Full time course,Masters,STEM,>20,100-500,NGO,2,48,0.0,CA,9.200000000000001
10480,10481,24792,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Pvt Ltd,1,200,0.0,CA,9.200000000000001
10481,10482,30413,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,never,58,0.0,CA,9.1
10482,10483,5233,city_83,0.923,Female,Has relevent experience,Full time course,Masters,STEM,9,,,4,101,1.0,CA,9.23
10483,10484,2992,city_173,0.878,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,NGO,1,26,0.0,CA,8.78
10484,10485,16889,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,7,,,2,84,0.0,CA,6.24
10485,10486,33032,city_2,0.7879999999999999,,No relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,48,0.0,CA,7.879999999999999
10486,10487,20868,city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,9,100-500,Pvt Ltd,1,11,1.0,CA,9.24
10487,10488,5776,city_28,0.939,,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,2,12,0.0,CA,9.389999999999999
10488,10489,31101,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,1,10,0.0,CA,9.389999999999999
10489,10490,29986,city_69,0.856,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,2,94,0.0,CA,8.56
10490,10491,10502,city_77,0.83,,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,278,0.0,CA,8.299999999999999
10491,10492,12973,city_114,0.926,Male,Has relevent experience,Part time course,High School,,5,50-99,Funded Startup,2,51,0.0,CA,9.26
10492,10493,1594,city_152,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,>4,89,0.0,CA,6.9799999999999995
10493,10494,23155,city_61,0.913,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,40,0.0,CA,9.13
10494,10495,23145,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,52,0.0,CA,9.200000000000001
10495,10496,4585,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,24,0.0,CA,9.389999999999999
10496,10497,18096,city_103,0.92,,Has relevent experience,no_enrollment,Masters,Humanities,2,<10,Public Sector,1,17,0.0,CA,9.200000000000001
10497,10498,6754,city_98,0.949,Male,No relevent experience,no_enrollment,Phd,Humanities,6,1000-4999,Public Sector,>4,127,0.0,CA,9.49
10498,10499,25356,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,5,10000+,Pvt Ltd,1,198,0.0,CA,9.1
10499,10500,30516,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,>4,94,0.0,CA,9.200000000000001
10500,10501,15614,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,17,0.0,CA,9.1
10501,10502,9215,city_11,0.55,,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Public Sector,4,19,1.0,CA,5.5
10502,10503,28761,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,10/49,Pvt Ltd,3,52,0.0,CA,9.200000000000001
10503,10504,28667,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,1,100-500,Pvt Ltd,1,55,0.0,CA,9.200000000000001
10504,10505,3104,city_94,0.698,Male,No relevent experience,Full time course,High School,,<1,,Pvt Ltd,never,18,0.0,CA,6.9799999999999995
10505,10506,19808,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,29,0.0,CA,9.1
10506,10507,21806,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,>4,30,1.0,CA,9.23
10507,10508,2559,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,1,135,0.0,CA,8.99
10508,10509,27780,city_114,0.926,Male,No relevent experience,Full time course,High School,,11,,,never,45,0.0,CA,9.26
10509,10510,20123,city_73,0.754,,Has relevent experience,no_enrollment,Masters,STEM,4,,,1,33,1.0,CA,7.54
10510,10511,2239,city_67,0.855,Male,No relevent experience,Full time course,High School,,<1,,,never,6,0.0,CA,8.55
10511,10512,5990,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Early Stage Startup,2,5,1.0,CA,6.24
10512,10513,30172,city_28,0.939,Male,Has relevent experience,Full time course,Graduate,STEM,10,5000-9999,Public Sector,2,11,0.0,CA,9.389999999999999
10513,10514,1311,city_67,0.855,,No relevent experience,Full time course,Graduate,STEM,3,,,1,78,1.0,CA,8.55
10514,10515,18279,city_19,0.682,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,14,0.0,CA,6.82
10515,10516,3856,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,32,0.0,CA,9.1
10516,10517,3393,city_160,0.92,Male,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,2,47,0.0,CA,9.200000000000001
10517,10518,25907,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,4,100-500,Pvt Ltd,3,40,0.0,CA,9.26
10518,10519,12377,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,>4,66,0.0,CA,8.55
10519,10520,32806,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,78,1.0,CA,6.24
10520,10521,8118,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,,3,128,0.0,CA,9.389999999999999
10521,10522,29936,city_103,0.92,,No relevent experience,no_enrollment,Masters,Humanities,2,50-99,Pvt Ltd,2,33,0.0,CA,9.200000000000001
10522,10523,14565,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,105,0.0,CA,9.23
10523,10524,31890,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,28,0.0,CA,9.200000000000001
10524,10525,21980,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,41,0.0,CA,9.1
10525,10526,15090,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,6,0.0,CA,9.200000000000001
10526,10527,26529,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,NGO,1,90,0.0,CA,9.1
10527,10528,12964,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,3,134,1.0,CA,6.24
10528,10529,32940,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,2,43,0.0,CA,8.55
10529,10530,5360,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,5000-9999,Pvt Ltd,2,13,0.0,CA,9.26
10530,10531,23945,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,224,0.0,CA,9.200000000000001
10531,10532,18045,city_57,0.866,Male,No relevent experience,,,,3,,,never,47,0.0,CA,8.66
